,id,suffix,tld,punycode,origin,type,tld type,suffix type,tld manager,psl comment,code
7422,7422,hosp.uk,uk,,merged,private-domains,country-code,private-domains,Nominet UK,FearWorks Media Ltd.,m07422pd1
7423,7423,independent-commission.uk,uk,,merged,private-domains,country-code,private-domains,Nominet UK,GDS,m07423pd1
7424,7424,independent-inquest.uk,uk,,merged,private-domains,country-code,private-domains,Nominet UK,GDS,m07424pd1
7425,7425,independent-inquiry.uk,uk,,merged,private-domains,country-code,private-domains,Nominet UK,GDS,m07425pd1
7426,7426,independent-panel.uk,uk,,merged,private-domains,country-code,private-domains,Nominet UK,GDS,m07426pd1
7427,7427,independent-review.uk,uk,,merged,private-domains,country-code,private-domains,Nominet UK,GDS,m07427pd1
7428,7428,public-inquiry.uk,uk,,merged,private-domains,country-code,private-domains,Nominet UK,GDS,m07428pd1
7429,7429,royal-commission.uk,uk,,merged,private-domains,country-code,private-domains,Nominet UK,GDS,m07429pd1
7430,7430,service.gov.uk,uk,,merged,private-domains,country-code,private-domains,Nominet UK,GDS,m07430pd2
7431,7431,api.gov.uk,uk,,merged,private-domains,country-code,private-domains,Nominet UK,CDDO,m07431pd2
7432,7432,pymnt.uk,uk,,merged,private-domains,country-code,private-domains,Nominet UK,GOV.UK Pay,m07432pd1
7433,7433,homeoffice.gov.uk,uk,,merged,private-domains,country-code,private-domains,Nominet UK,UKHomeOffice,m07433pd2
7434,7434,blogspot.co.uk,uk,,merged,private-domains,country-code,private-domains,Nominet UK,GoIP DNS Services,m07434pd2
7435,7435,j.layershift.co.uk,uk,,merged,private-domains,country-code,private-domains,Nominet UK,"Jelastic, Inc.",m07435pd3
7436,7436,glug.org.uk,uk,,merged,private-domains,country-code,private-domains,Nominet UK,Lug.org.uk,m07436pd2
7437,7437,lug.org.uk,uk,,merged,private-domains,country-code,private-domains,Nominet UK,Lug.org.uk,m07437pd2
7438,7438,lugs.org.uk,uk,,merged,private-domains,country-code,private-domains,Nominet UK,Lug.org.uk,m07438pd2
7439,7439,barsy.co.uk,uk,,merged,private-domains,country-code,private-domains,Nominet UK,Lukanet Ltd,m07439pd2
7440,7440,barsyonline.co.uk,uk,,merged,private-domains,country-code,private-domains,Nominet UK,Lukanet Ltd,m07440pd2
7441,7441,barsy.uk,uk,,merged,private-domains,country-code,private-domains,Nominet UK,Lukanet Ltd,m07441pd1
7442,7442,cust.retrosnub.co.uk,uk,,merged,private-domains,country-code,private-domains,Nominet UK,Mythic Beasts,m07442pd3
7443,7443,nh-serv.co.uk,uk,,merged,private-domains,country-code,private-domains,Nominet UK,Nimbus Hosting Ltd.,m07443pd2
7444,7444,no-ip.co.uk,uk,,merged,private-domains,country-code,private-domains,Nominet UK,No-IP.com,m07444pd2
7445,7445,wellbeingzone.co.uk,uk,,merged,private-domains,country-code,private-domains,Nominet UK,Revitalised Limited,m07445pd2
7446,7446,adimo.co.uk,uk,,merged,private-domains,country-code,private-domains,Nominet UK,Rico Developments Limited,m07446pd2
7447,7447,myspreadshop.co.uk,uk,,merged,private-domains,country-code,private-domains,Nominet UK,Spreadshop (sprd.net AG),m07447pd2
7448,7448,gwiddle.co.uk,uk,,merged,private-domains,country-code,private-domains,Nominet UK,The Gwiddle Foundation,m07448pd2
7449,7449,affinitylottery.org.uk,uk,,merged,private-domains,country-code,private-domains,Nominet UK,Woods Valldata,m07449pd2
7450,7450,raffleentry.org.uk,uk,,merged,private-domains,country-code,private-domains,Nominet UK,Woods Valldata,m07450pd2
7451,7451,weeklylottery.org.uk,uk,,merged,private-domains,country-code,private-domains,Nominet UK,Woods Valldata,m07451pd2
7452,7452,us,us,,both,country-code,country-code,icann,"Registry Services, LLC",us,b07452cc0
7453,7453,dni.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07453cc1
7454,7454,fed.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07454cc1
7455,7455,isa.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07455cc1
7456,7456,kids.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07456cc1
7457,7457,nsn.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07457cc1
7458,7458,ak.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07458cc1
7459,7459,al.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07459cc1
7460,7460,ar.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07460cc1
7461,7461,as.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07461cc1
7462,7462,az.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07462cc1
7463,7463,ca.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07463cc1
7464,7464,co.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07464cc1
7465,7465,ct.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07465cc1
7466,7466,dc.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07466cc1
7467,7467,de.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07467cc1
7468,7468,fl.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07468cc1
7469,7469,ga.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07469cc1
7470,7470,gu.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07470cc1
7471,7471,hi.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07471cc1
7472,7472,ia.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07472cc1
7473,7473,id.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07473cc1
7474,7474,il.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07474cc1
7475,7475,in.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07475cc1
7476,7476,ks.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07476cc1
7477,7477,ky.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07477cc1
7478,7478,la.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07478cc1
7479,7479,ma.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07479cc1
7480,7480,md.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07480cc1
7481,7481,me.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07481cc1
7482,7482,mi.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07482cc1
7483,7483,mn.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07483cc1
7484,7484,mo.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07484cc1
7485,7485,ms.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07485cc1
7486,7486,mt.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07486cc1
7487,7487,nc.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07487cc1
7488,7488,nd.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07488cc1
7489,7489,ne.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07489cc1
7490,7490,nh.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07490cc1
7491,7491,nj.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07491cc1
7492,7492,nm.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07492cc1
7493,7493,nv.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07493cc1
7494,7494,ny.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07494cc1
7495,7495,oh.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07495cc1
7496,7496,ok.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07496cc1
7497,7497,or.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07497cc1
7498,7498,pa.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07498cc1
7499,7499,pr.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07499cc1
7500,7500,ri.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07500cc1
7501,7501,sc.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07501cc1
7502,7502,sd.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07502cc1
7503,7503,tn.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07503cc1
7504,7504,tx.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07504cc1
7505,7505,ut.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07505cc1
7506,7506,vi.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07506cc1
7507,7507,vt.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07507cc1
7508,7508,va.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07508cc1
7509,7509,wa.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07509cc1
7510,7510,wi.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07510cc1
7511,7511,wv.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07511cc1
7512,7512,wy.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07512cc1
7513,7513,k12.ak.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07513cc2
7514,7514,k12.al.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07514cc2
7515,7515,k12.ar.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07515cc2
7516,7516,k12.as.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07516cc2
7517,7517,k12.az.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07517cc2
7518,7518,k12.ca.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07518cc2
7519,7519,k12.co.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07519cc2
7520,7520,k12.ct.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07520cc2
7521,7521,k12.dc.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07521cc2
7522,7522,k12.de.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07522cc2
7523,7523,k12.fl.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07523cc2
7524,7524,k12.ga.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07524cc2
7525,7525,k12.gu.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07525cc2
7526,7526,k12.ia.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07526cc2
7527,7527,k12.id.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07527cc2
7528,7528,k12.il.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07528cc2
7529,7529,k12.in.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07529cc2
7530,7530,k12.ks.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07530cc2
7531,7531,k12.ky.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07531cc2
7532,7532,k12.la.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07532cc2
7533,7533,k12.ma.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07533cc2
7534,7534,k12.md.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07534cc2
7535,7535,k12.me.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07535cc2
7536,7536,k12.mi.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07536cc2
7537,7537,k12.mn.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07537cc2
7538,7538,k12.mo.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07538cc2
7539,7539,k12.ms.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07539cc2
7540,7540,k12.mt.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07540cc2
7541,7541,k12.nc.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07541cc2
7542,7542,k12.ne.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07542cc2
7543,7543,k12.nh.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07543cc2
7544,7544,k12.nj.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07544cc2
7545,7545,k12.nm.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07545cc2
7546,7546,k12.nv.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07546cc2
7547,7547,k12.ny.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07547cc2
7548,7548,k12.oh.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07548cc2
7549,7549,k12.ok.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07549cc2
7550,7550,k12.or.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07550cc2
7551,7551,k12.pa.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07551cc2
7552,7552,k12.pr.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07552cc2
7553,7553,k12.sc.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07553cc2
7554,7554,k12.tn.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07554cc2
7555,7555,k12.tx.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07555cc2
7556,7556,k12.ut.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07556cc2
7557,7557,k12.vi.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07557cc2
7558,7558,k12.vt.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07558cc2
7559,7559,k12.va.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07559cc2
7560,7560,k12.wa.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07560cc2
7561,7561,k12.wi.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07561cc2
7562,7562,k12.wy.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07562cc2
7563,7563,cc.ak.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07563cc2
7564,7564,cc.al.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07564cc2
7565,7565,cc.ar.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07565cc2
7566,7566,cc.as.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07566cc2
7567,7567,cc.az.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07567cc2
7568,7568,cc.ca.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07568cc2
7569,7569,cc.co.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07569cc2
7570,7570,cc.ct.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07570cc2
7571,7571,cc.dc.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07571cc2
7572,7572,cc.de.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07572cc2
7573,7573,cc.fl.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07573cc2
7574,7574,cc.ga.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07574cc2
7575,7575,cc.gu.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07575cc2
7576,7576,cc.hi.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07576cc2
7577,7577,cc.ia.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07577cc2
7578,7578,cc.id.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07578cc2
7579,7579,cc.il.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07579cc2
7580,7580,cc.in.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07580cc2
7581,7581,cc.ks.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07581cc2
7582,7582,cc.ky.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07582cc2
7583,7583,cc.la.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07583cc2
7584,7584,cc.ma.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07584cc2
7585,7585,cc.md.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07585cc2
7586,7586,cc.me.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07586cc2
7587,7587,cc.mi.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07587cc2
7588,7588,cc.mn.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07588cc2
7589,7589,cc.mo.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07589cc2
7590,7590,cc.ms.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07590cc2
7591,7591,cc.mt.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07591cc2
7592,7592,cc.nc.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07592cc2
7593,7593,cc.nd.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07593cc2
7594,7594,cc.ne.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07594cc2
7595,7595,cc.nh.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07595cc2
7596,7596,cc.nj.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07596cc2
7597,7597,cc.nm.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07597cc2
7598,7598,cc.nv.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07598cc2
7599,7599,cc.ny.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07599cc2
7600,7600,cc.oh.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07600cc2
7601,7601,cc.ok.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07601cc2
7602,7602,cc.or.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07602cc2
7603,7603,cc.pa.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07603cc2
7604,7604,cc.pr.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07604cc2
7605,7605,cc.ri.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07605cc2
7606,7606,cc.sc.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07606cc2
7607,7607,cc.sd.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07607cc2
7608,7608,cc.tn.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07608cc2
7609,7609,cc.tx.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07609cc2
7610,7610,cc.ut.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07610cc2
7611,7611,cc.vi.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07611cc2
7612,7612,cc.vt.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07612cc2
7613,7613,cc.va.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07613cc2
7614,7614,cc.wa.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07614cc2
7615,7615,cc.wi.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07615cc2
7616,7616,cc.wv.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07616cc2
7617,7617,cc.wy.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07617cc2
7618,7618,lib.ak.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07618cc2
7619,7619,lib.al.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07619cc2
7620,7620,lib.ar.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07620cc2
7621,7621,lib.as.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07621cc2
7622,7622,lib.az.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07622cc2
7623,7623,lib.ca.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07623cc2
7624,7624,lib.co.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07624cc2
7625,7625,lib.ct.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07625cc2
7626,7626,lib.dc.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07626cc2
7627,7627,lib.fl.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07627cc2
7628,7628,lib.ga.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07628cc2
7629,7629,lib.gu.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07629cc2
7630,7630,lib.hi.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07630cc2
7631,7631,lib.ia.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07631cc2
7632,7632,lib.id.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07632cc2
7633,7633,lib.il.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07633cc2
7634,7634,lib.in.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07634cc2
7635,7635,lib.ks.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07635cc2
7636,7636,lib.ky.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07636cc2
7637,7637,lib.la.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07637cc2
7638,7638,lib.ma.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07638cc2
7639,7639,lib.md.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07639cc2
7640,7640,lib.me.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07640cc2
7641,7641,lib.mi.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07641cc2
7642,7642,lib.mn.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07642cc2
7643,7643,lib.mo.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07643cc2
7644,7644,lib.ms.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07644cc2
7645,7645,lib.mt.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07645cc2
7646,7646,lib.nc.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07646cc2
7647,7647,lib.nd.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07647cc2
7648,7648,lib.ne.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07648cc2
7649,7649,lib.nh.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07649cc2
7650,7650,lib.nj.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07650cc2
7651,7651,lib.nm.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07651cc2
7652,7652,lib.nv.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07652cc2
7653,7653,lib.ny.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07653cc2
7654,7654,lib.oh.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07654cc2
7655,7655,lib.ok.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07655cc2
7656,7656,lib.or.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07656cc2
7657,7657,lib.pa.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07657cc2
7658,7658,lib.pr.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07658cc2
7659,7659,lib.ri.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07659cc2
7660,7660,lib.sc.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07660cc2
7661,7661,lib.sd.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07661cc2
7662,7662,lib.tn.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07662cc2
7663,7663,lib.tx.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07663cc2
7664,7664,lib.ut.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07664cc2
7665,7665,lib.vi.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07665cc2
7666,7666,lib.vt.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07666cc2
7667,7667,lib.va.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07667cc2
7668,7668,lib.wa.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07668cc2
7669,7669,lib.wi.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07669cc2
7670,7670,lib.wy.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07670cc2
7671,7671,pvt.k12.ma.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07671cc3
7672,7672,chtr.k12.ma.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07672cc3
7673,7673,paroch.k12.ma.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07673cc3
7674,7674,ann-arbor.mi.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07674cc2
7675,7675,cog.mi.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07675cc2
7676,7676,dst.mi.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07676cc2
7677,7677,eaton.mi.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07677cc2
7678,7678,gen.mi.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07678cc2
7679,7679,mus.mi.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07679cc2
7680,7680,tec.mi.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07680cc2
7681,7681,washtenaw.mi.us,us,,merged,country-code,country-code,icann,"Registry Services, LLC",us,m07681cc2
7682,7682,graphox.us,us,,merged,private-domains,country-code,private-domains,"Registry Services, LLC",611coin,m07682pd1
7683,7683,cloudns.us,us,,merged,private-domains,country-code,private-domains,"Registry Services, LLC",Cloud DNS Ltd,m07683pd1
7684,7684,drud.us,us,,merged,private-domains,country-code,private-domains,"Registry Services, LLC","Drud Holdings, LLC.",m07684pd1
7685,7685,is-by.us,us,,merged,private-domains,country-code,private-domains,"Registry Services, LLC",DynDNS.com,m07685pd1
7686,7686,land-4-sale.us,us,,merged,private-domains,country-code,private-domains,"Registry Services, LLC",DynDNS.com,m07686pd1
7687,7687,stuff-4-sale.us,us,,merged,private-domains,country-code,private-domains,"Registry Services, LLC",DynDNS.com,m07687pd1
7688,7688,phx.enscaled.us,us,,merged,private-domains,country-code,private-domains,"Registry Services, LLC","Jelastic, Inc.",m07688pd2
7689,7689,mircloud.us,us,,merged,private-domains,country-code,private-domains,"Registry Services, LLC","Jelastic, Inc.",m07689pd1
7690,7690,freeddns.us,us,,merged,private-domains,country-code,private-domains,"Registry Services, LLC",Now-DNS,m07690pd1
7691,7691,golffan.us,us,,merged,private-domains,country-code,private-domains,"Registry Services, LLC",No-IP.com,m07691pd1
7692,7692,noip.us,us,,merged,private-domains,country-code,private-domains,"Registry Services, LLC",No-IP.com,m07692pd1
