,suffix,tld,punycode_tld,punycode_etld,from_psl,from_iana,type,type_tld,type_etld,manager_etld,manager_tld
263,edu.ba,ba,,,True,True,country-code,country-code,icann,ba,Universtiy Telinformatic Centre (UTIC)
264,gov.ba,ba,,,True,True,country-code,country-code,icann,ba,Universtiy Telinformatic Centre (UTIC)
265,mil.ba,ba,,,True,True,country-code,country-code,icann,ba,Universtiy Telinformatic Centre (UTIC)
266,net.ba,ba,,,True,True,country-code,country-code,icann,ba,Universtiy Telinformatic Centre (UTIC)
267,org.ba,ba,,,True,True,country-code,country-code,icann,ba,Universtiy Telinformatic Centre (UTIC)
268,rs.ba,ba,,,True,True,private-domains,country-code,private-domains,University of Banja Luka,Universtiy Telinformatic Centre (UTIC)
269,blogspot.ba,ba,,,True,True,private-domains,country-code,private-domains,GoIP DNS Services,Universtiy Telinformatic Centre (UTIC)
270,bb,bb,,,True,True,country-code,country-code,icann,bb,Government of Barbados Ministry of Economic Affairs and Development Telecommunications Unit
271,biz.bb,bb,,,True,True,country-code,country-code,icann,bb,Government of Barbados Ministry of Economic Affairs and Development Telecommunications Unit
272,co.bb,bb,,,True,True,country-code,country-code,icann,bb,Government of Barbados Ministry of Economic Affairs and Development Telecommunications Unit
273,com.bb,bb,,,True,True,country-code,country-code,icann,bb,Government of Barbados Ministry of Economic Affairs and Development Telecommunications Unit
274,edu.bb,bb,,,True,True,country-code,country-code,icann,bb,Government of Barbados Ministry of Economic Affairs and Development Telecommunications Unit
275,gov.bb,bb,,,True,True,country-code,country-code,icann,bb,Government of Barbados Ministry of Economic Affairs and Development Telecommunications Unit
276,info.bb,bb,,,True,True,country-code,country-code,icann,bb,Government of Barbados Ministry of Economic Affairs and Development Telecommunications Unit
277,net.bb,bb,,,True,True,country-code,country-code,icann,bb,Government of Barbados Ministry of Economic Affairs and Development Telecommunications Unit
278,org.bb,bb,,,True,True,country-code,country-code,icann,bb,Government of Barbados Ministry of Economic Affairs and Development Telecommunications Unit
279,store.bb,bb,,,True,True,country-code,country-code,icann,bb,Government of Barbados Ministry of Economic Affairs and Development Telecommunications Unit
280,tv.bb,bb,,,True,True,country-code,country-code,icann,bb,Government of Barbados Ministry of Economic Affairs and Development Telecommunications Unit
281,*.bd,bd,,,True,True,country-code,country-code,icann,bd,Posts and Telecommunications Division
282,be,be,,,True,True,country-code,country-code,icann,be,DNS Belgium vzw/asbl
283,ac.be,be,,,True,True,country-code,country-code,icann,be,DNS Belgium vzw/asbl
284,webhosting.be,be,,,True,True,private-domains,country-code,private-domains,Combell.com,DNS Belgium vzw/asbl
285,blogspot.be,be,,,True,True,private-domains,country-code,private-domains,GoIP DNS Services,DNS Belgium vzw/asbl
286,cloud.interhostsolutions.be,be,,,True,True,private-domains,country-code,private-domains,"Jelastic, Inc.",DNS Belgium vzw/asbl
287,ezproxy.kuleuven.be,be,,,True,True,private-domains,country-code,private-domains,KUROKU LTD,DNS Belgium vzw/asbl
288,myspreadshop.be,be,,,True,True,private-domains,country-code,private-domains,Spreadshop (sprd.net AG),DNS Belgium vzw/asbl
289,*.transurl.be,be,,,True,True,private-domains,country-code,private-domains,TransIP,DNS Belgium vzw/asbl
290,bf,bf,,,True,True,country-code,country-code,icann,bf,ARCE-AutoritÈ de RÈgulation des Communications Electroniques
291,gov.bf,bf,,,True,True,country-code,country-code,icann,bf,ARCE-AutoritÈ de RÈgulation des Communications Electroniques
292,bg,bg,,,True,True,country-code,country-code,icann,bg,Register.BG
293,a.bg,bg,,,True,True,country-code,country-code,icann,bg,Register.BG
294,b.bg,bg,,,True,True,country-code,country-code,icann,bg,Register.BG
295,c.bg,bg,,,True,True,country-code,country-code,icann,bg,Register.BG
296,d.bg,bg,,,True,True,country-code,country-code,icann,bg,Register.BG
297,e.bg,bg,,,True,True,country-code,country-code,icann,bg,Register.BG
298,f.bg,bg,,,True,True,country-code,country-code,icann,bg,Register.BG
299,g.bg,bg,,,True,True,country-code,country-code,icann,bg,Register.BG
300,h.bg,bg,,,True,True,country-code,country-code,icann,bg,Register.BG
301,i.bg,bg,,,True,True,country-code,country-code,icann,bg,Register.BG
302,j.bg,bg,,,True,True,country-code,country-code,icann,bg,Register.BG
303,k.bg,bg,,,True,True,country-code,country-code,icann,bg,Register.BG
304,l.bg,bg,,,True,True,country-code,country-code,icann,bg,Register.BG
305,m.bg,bg,,,True,True,country-code,country-code,icann,bg,Register.BG
306,n.bg,bg,,,True,True,country-code,country-code,icann,bg,Register.BG
307,o.bg,bg,,,True,True,country-code,country-code,icann,bg,Register.BG
308,p.bg,bg,,,True,True,country-code,country-code,icann,bg,Register.BG
309,q.bg,bg,,,True,True,country-code,country-code,icann,bg,Register.BG
310,r.bg,bg,,,True,True,country-code,country-code,icann,bg,Register.BG
311,s.bg,bg,,,True,True,country-code,country-code,icann,bg,Register.BG
312,t.bg,bg,,,True,True,country-code,country-code,icann,bg,Register.BG
313,u.bg,bg,,,True,True,country-code,country-code,icann,bg,Register.BG
314,v.bg,bg,,,True,True,country-code,country-code,icann,bg,Register.BG
315,w.bg,bg,,,True,True,country-code,country-code,icann,bg,Register.BG
316,x.bg,bg,,,True,True,country-code,country-code,icann,bg,Register.BG
317,y.bg,bg,,,True,True,country-code,country-code,icann,bg,Register.BG
318,z.bg,bg,,,True,True,country-code,country-code,icann,bg,Register.BG
319,0.bg,bg,,,True,True,country-code,country-code,icann,bg,Register.BG
320,1.bg,bg,,,True,True,country-code,country-code,icann,bg,Register.BG
321,2.bg,bg,,,True,True,country-code,country-code,icann,bg,Register.BG
322,3.bg,bg,,,True,True,country-code,country-code,icann,bg,Register.BG
323,4.bg,bg,,,True,True,country-code,country-code,icann,bg,Register.BG
324,5.bg,bg,,,True,True,country-code,country-code,icann,bg,Register.BG
325,6.bg,bg,,,True,True,country-code,country-code,icann,bg,Register.BG
326,7.bg,bg,,,True,True,country-code,country-code,icann,bg,Register.BG
327,8.bg,bg,,,True,True,country-code,country-code,icann,bg,Register.BG
328,9.bg,bg,,,True,True,country-code,country-code,icann,bg,Register.BG
329,blogspot.bg,bg,,,True,True,private-domains,country-code,private-domains,GoIP DNS Services,Register.BG
330,barsy.bg,bg,,,True,True,private-domains,country-code,private-domains,Lukanet Ltd,Register.BG
331,bh,bh,,,True,True,country-code,country-code,icann,bh,Telecommunications Regulatory Authority (TRA)
332,com.bh,bh,,,True,True,country-code,country-code,icann,bh,Telecommunications Regulatory Authority (TRA)
333,edu.bh,bh,,,True,True,country-code,country-code,icann,bh,Telecommunications Regulatory Authority (TRA)
334,net.bh,bh,,,True,True,country-code,country-code,icann,bh,Telecommunications Regulatory Authority (TRA)
335,org.bh,bh,,,True,True,country-code,country-code,icann,bh,Telecommunications Regulatory Authority (TRA)
336,gov.bh,bh,,,True,True,country-code,country-code,icann,bh,Telecommunications Regulatory Authority (TRA)
337,bi,bi,,,True,True,country-code,country-code,icann,bi,Centre National de l'Informatique
338,co.bi,bi,,,True,True,country-code,country-code,icann,bi,Centre National de l'Informatique
339,com.bi,bi,,,True,True,country-code,country-code,icann,bi,Centre National de l'Informatique
340,edu.bi,bi,,,True,True,country-code,country-code,icann,bi,Centre National de l'Informatique
341,or.bi,bi,,,True,True,country-code,country-code,icann,bi,Centre National de l'Informatique
342,org.bi,bi,,,True,True,country-code,country-code,icann,bi,Centre National de l'Informatique
343,biz,biz,,,True,True,generic-restricted,generic-restricted,icann,biz,"Registry Services, LLC"
344,cloudns.biz,biz,,,True,True,private-domains,generic-restricted,private-domains,Cloud DNS Ltd,"Registry Services, LLC"
345,jozi.biz,biz,,,True,True,private-domains,generic-restricted,private-domains,Diher Solutions,"Registry Services, LLC"
346,dyndns.biz,biz,,,True,True,private-domains,generic-restricted,private-domains,DynDNS.com,"Registry Services, LLC"
347,for-better.biz,biz,,,True,True,private-domains,generic-restricted,private-domains,DynDNS.com,"Registry Services, LLC"
348,for-more.biz,biz,,,True,True,private-domains,generic-restricted,private-domains,DynDNS.com,"Registry Services, LLC"
349,for-some.biz,biz,,,True,True,private-domains,generic-restricted,private-domains,DynDNS.com,"Registry Services, LLC"
350,for-the.biz,biz,,,True,True,private-domains,generic-restricted,private-domains,DynDNS.com,"Registry Services, LLC"
351,selfip.biz,biz,,,True,True,private-domains,generic-restricted,private-domains,DynDNS.com,"Registry Services, LLC"
352,webhop.biz,biz,,,True,True,private-domains,generic-restricted,private-domains,DynDNS.com,"Registry Services, LLC"
353,orx.biz,biz,,,True,True,private-domains,generic-restricted,private-domains,HOSTBIP REGISTRY,"Registry Services, LLC"
354,mmafan.biz,biz,,,True,True,private-domains,generic-restricted,private-domains,No-IP.com,"Registry Services, LLC"
355,myftp.biz,biz,,,True,True,private-domains,generic-restricted,private-domains,No-IP.com,"Registry Services, LLC"
356,no-ip.biz,biz,,,True,True,private-domains,generic-restricted,private-domains,No-IP.com,"Registry Services, LLC"
357,dscloud.biz,biz,,,True,True,private-domains,generic-restricted,private-domains,"Synology, Inc.","Registry Services, LLC"
358,bj,bj,,,True,True,country-code,country-code,icann,bj,Autorité de Régulation des Communications Electroniques et de la Poste du Bénin (ARCEP BENIN)
359,asso.bj,bj,,,True,True,country-code,country-code,icann,bj,Autorité de Régulation des Communications Electroniques et de la Poste du Bénin (ARCEP BENIN)
360,barreau.bj,bj,,,True,True,country-code,country-code,icann,bj,Autorité de Régulation des Communications Electroniques et de la Poste du Bénin (ARCEP BENIN)
361,gouv.bj,bj,,,True,True,country-code,country-code,icann,bj,Autorité de Régulation des Communications Electroniques et de la Poste du Bénin (ARCEP BENIN)
362,blogspot.bj,bj,,,True,True,private-domains,country-code,private-domains,GoIP DNS Services,Autorité de Régulation des Communications Electroniques et de la Poste du Bénin (ARCEP BENIN)
363,bm,bm,,,True,True,country-code,country-code,icann,bm,"Registry General Department, Ministry of Home Affairs"
364,com.bm,bm,,,True,True,country-code,country-code,icann,bm,"Registry General Department, Ministry of Home Affairs"
365,edu.bm,bm,,,True,True,country-code,country-code,icann,bm,"Registry General Department, Ministry of Home Affairs"
366,gov.bm,bm,,,True,True,country-code,country-code,icann,bm,"Registry General Department, Ministry of Home Affairs"
367,net.bm,bm,,,True,True,country-code,country-code,icann,bm,"Registry General Department, Ministry of Home Affairs"
368,org.bm,bm,,,True,True,country-code,country-code,icann,bm,"Registry General Department, Ministry of Home Affairs"
369,bn,bn,,,True,True,country-code,country-code,icann,bn,Authority for Info-communications Technology Industry of Brunei Darussalam (AITI)
370,com.bn,bn,,,True,True,country-code,country-code,icann,bn,Authority for Info-communications Technology Industry of Brunei Darussalam (AITI)
371,edu.bn,bn,,,True,True,country-code,country-code,icann,bn,Authority for Info-communications Technology Industry of Brunei Darussalam (AITI)
372,gov.bn,bn,,,True,True,country-code,country-code,icann,bn,Authority for Info-communications Technology Industry of Brunei Darussalam (AITI)
373,net.bn,bn,,,True,True,country-code,country-code,icann,bn,Authority for Info-communications Technology Industry of Brunei Darussalam (AITI)
374,org.bn,bn,,,True,True,country-code,country-code,icann,bn,Authority for Info-communications Technology Industry of Brunei Darussalam (AITI)
375,co.bn,bn,,,True,True,private-domains,country-code,private-domains,Positive Codes Technology Company,Authority for Info-communications Technology Industry of Brunei Darussalam (AITI)
376,bo,bo,,,True,True,country-code,country-code,icann,bo,Agencia para el Desarrollo de la Información de la Sociedad en Bolivia
377,com.bo,bo,,,True,True,country-code,country-code,icann,bo,Agencia para el Desarrollo de la Información de la Sociedad en Bolivia
378,edu.bo,bo,,,True,True,country-code,country-code,icann,bo,Agencia para el Desarrollo de la Información de la Sociedad en Bolivia
379,gob.bo,bo,,,True,True,country-code,country-code,icann,bo,Agencia para el Desarrollo de la Información de la Sociedad en Bolivia
380,int.bo,bo,,,True,True,country-code,country-code,icann,bo,Agencia para el Desarrollo de la Información de la Sociedad en Bolivia
381,org.bo,bo,,,True,True,country-code,country-code,icann,bo,Agencia para el Desarrollo de la Información de la Sociedad en Bolivia
382,net.bo,bo,,,True,True,country-code,country-code,icann,bo,Agencia para el Desarrollo de la Información de la Sociedad en Bolivia
383,mil.bo,bo,,,True,True,country-code,country-code,icann,bo,Agencia para el Desarrollo de la Información de la Sociedad en Bolivia
384,tv.bo,bo,,,True,True,country-code,country-code,icann,bo,Agencia para el Desarrollo de la Información de la Sociedad en Bolivia
385,web.bo,bo,,,True,True,country-code,country-code,icann,bo,Agencia para el Desarrollo de la Información de la Sociedad en Bolivia
386,academia.bo,bo,,,True,True,country-code,country-code,icann,bo,Agencia para el Desarrollo de la Información de la Sociedad en Bolivia
387,agro.bo,bo,,,True,True,country-code,country-code,icann,bo,Agencia para el Desarrollo de la Información de la Sociedad en Bolivia
388,arte.bo,bo,,,True,True,country-code,country-code,icann,bo,Agencia para el Desarrollo de la Información de la Sociedad en Bolivia
389,blog.bo,bo,,,True,True,country-code,country-code,icann,bo,Agencia para el Desarrollo de la Información de la Sociedad en Bolivia
390,bolivia.bo,bo,,,True,True,country-code,country-code,icann,bo,Agencia para el Desarrollo de la Información de la Sociedad en Bolivia
391,ciencia.bo,bo,,,True,True,country-code,country-code,icann,bo,Agencia para el Desarrollo de la Información de la Sociedad en Bolivia
392,cooperativa.bo,bo,,,True,True,country-code,country-code,icann,bo,Agencia para el Desarrollo de la Información de la Sociedad en Bolivia
393,democracia.bo,bo,,,True,True,country-code,country-code,icann,bo,Agencia para el Desarrollo de la Información de la Sociedad en Bolivia
394,deporte.bo,bo,,,True,True,country-code,country-code,icann,bo,Agencia para el Desarrollo de la Información de la Sociedad en Bolivia
395,ecologia.bo,bo,,,True,True,country-code,country-code,icann,bo,Agencia para el Desarrollo de la Información de la Sociedad en Bolivia
396,economia.bo,bo,,,True,True,country-code,country-code,icann,bo,Agencia para el Desarrollo de la Información de la Sociedad en Bolivia
