,suffix,tld,punycode_tld,punycode_etld,from_psl,from_iana,type,type_tld,type_etld,manager_etld,manager_tld
4783,heimatunduhren.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4784,hellas.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4785,helsinki.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4786,hembygdsforbund.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4787,heritage.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4788,histoire.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4789,historical.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4790,historicalsociety.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4791,historichouses.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4792,historisch.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4793,historisches.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4794,history.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4795,historyofscience.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4796,horology.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4797,house.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4798,humanities.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4799,illustration.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4800,imageandsound.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4801,indian.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4802,indiana.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4803,indianapolis.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4804,indianmarket.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4805,intelligence.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4806,interactive.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4807,iraq.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4808,iron.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4809,isleofman.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4810,jamison.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4811,jefferson.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4812,jerusalem.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4813,jewelry.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4814,jewish.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4815,jewishart.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4816,jfk.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4817,journalism.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4818,judaica.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4819,judygarland.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4820,juedisches.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4821,juif.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4822,karate.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4823,karikatur.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4824,kids.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4825,koebenhavn.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4826,koeln.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4827,kunst.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4828,kunstsammlung.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4829,kunstunddesign.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4830,labor.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4831,labour.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4832,lajolla.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4833,lancashire.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4834,landes.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4835,lans.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4836,läns.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4837,larsson.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4838,lewismiller.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4839,lincoln.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4840,linz.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4841,living.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4842,livinghistory.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4843,localhistory.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4844,london.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4845,losangeles.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4846,louvre.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4847,loyalist.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4848,lucerne.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4849,luxembourg.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4850,luzern.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4851,mad.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4852,madrid.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4853,mallorca.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4854,manchester.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4855,mansion.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4856,mansions.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4857,manx.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4858,marburg.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4859,maritime.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4860,maritimo.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4861,maryland.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4862,marylhurst.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4863,media.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4864,medical.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4865,medizinhistorisches.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4866,meeres.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4867,memorial.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4868,mesaverde.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4869,michigan.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4870,midatlantic.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4871,military.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4872,mill.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4873,miners.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4874,mining.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4875,minnesota.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4876,missile.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4877,missoula.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4878,modern.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4879,moma.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4880,money.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4881,monmouth.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4882,monticello.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4883,montreal.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4884,moscow.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4885,motorcycle.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4886,muenchen.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4887,muenster.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4888,mulhouse.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4889,muncie.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4890,museet.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4891,museumcenter.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4892,museumvereniging.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4893,music.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4894,national.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4895,nationalfirearms.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4896,nationalheritage.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4897,nativeamerican.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4898,naturalhistory.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4899,naturalhistorymuseum.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4900,naturalsciences.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4901,nature.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4902,naturhistorisches.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4903,natuurwetenschappen.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4904,naumburg.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4905,naval.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4906,nebraska.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4907,neues.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4908,newhampshire.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4909,newjersey.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4910,newmexico.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4911,newport.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4912,newspaper.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4913,newyork.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4914,niepce.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4915,norfolk.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4916,north.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4917,nrw.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4918,nyc.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4919,nyny.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4920,oceanographic.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4921,oceanographique.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4922,omaha.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4923,online.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4924,ontario.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4925,openair.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4926,oregon.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4927,oregontrail.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4928,otago.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4929,oxford.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4930,pacific.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4931,paderborn.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4932,palace.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4933,paleo.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4934,palmsprings.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4935,panama.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4936,paris.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4937,pasadena.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4938,pharmacy.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4939,philadelphia.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4940,philadelphiaarea.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4941,philately.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4942,phoenix.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4943,photography.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4944,pilots.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4945,pittsburgh.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4946,planetarium.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4947,plantation.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4948,plants.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4949,plaza.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4950,portal.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4951,portland.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4952,portlligat.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4953,posts-and-telecommunications.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4954,preservation.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4955,presidio.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4956,press.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4957,project.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4958,public.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4959,pubol.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4960,quebec.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4961,railroad.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4962,railway.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4963,research.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4964,resistance.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4965,riodejaneiro.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4966,rochester.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4967,rockart.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4968,roma.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4969,russia.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4970,saintlouis.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4971,salem.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4972,salvadordali.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4973,salzburg.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4974,sandiego.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4975,sanfrancisco.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4976,santabarbara.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4977,santacruz.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4978,santafe.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4979,saskatchewan.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4980,satx.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4981,savannahga.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4982,schlesisches.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4983,schoenbrunn.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4984,schokoladen.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4985,school.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4986,schweiz.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4987,science.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4988,scienceandhistory.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4989,scienceandindustry.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4990,sciencecenter.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4991,sciencecenters.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4992,science-fiction.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4993,sciencehistory.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4994,sciences.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4995,sciencesnaturelles.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4996,scotland.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4997,seaport.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4998,settlement.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
4999,settlers.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
5000,shell.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
5001,sherbrooke.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
5002,sibenik.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
5003,silk.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
5004,ski.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
5005,skole.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
5006,society.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
5007,sologne.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
5008,soundandvision.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
5009,southcarolina.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
5010,southwest.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
5011,space.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
5012,spy.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
5013,square.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
5014,stadt.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
5015,stalbans.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
5016,starnberg.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
5017,state.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
5018,stateofdelaware.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
5019,station.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
5020,steam.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
5021,steiermark.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
5022,stjohn.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
5023,stockholm.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
5024,stpetersburg.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
5025,stuttgart.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
5026,suisse.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
5027,surgeonshall.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
5028,surrey.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
5029,svizzera.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
5030,sweden.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
5031,sydney.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
5032,tank.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
5033,tcm.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
5034,technology.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
5035,telekommunikation.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
5036,television.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
5037,texas.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
5038,textile.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
5039,theater.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
5040,time.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
5041,timekeeping.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
5042,topology.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
5043,torino.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
5044,touch.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
5045,town.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
5046,transport.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
5047,tree.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
5048,trolley.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
5049,trust.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
5050,trustee.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
5051,uhren.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
5052,ulm.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
5053,undersea.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
5054,university.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
5055,usa.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
5056,usantiques.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
5057,usarts.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
5058,uscountryestate.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
5059,usculture.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
5060,usdecorativearts.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
5061,usgarden.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
5062,ushistory.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
5063,ushuaia.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
5064,uslivinghistory.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
5065,utah.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
5066,uvic.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
5067,valley.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
5068,vantaa.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
5069,versailles.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
5070,viking.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
5071,village.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
5072,virginia.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
5073,virtual.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
5074,virtuel.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
5075,vlaanderen.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
5076,volkenkunde.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
5077,wales.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
5078,wallonie.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
5079,war.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
5080,washingtondc.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
5081,watchandclock.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
